subject_id,domain,word,language,semantic,semantic.1,latency_ms,x_norm,y_norm,x_viz,y_viz,canvas_width,canvas_height,session_id,Hi_Read,Hi_Write,En_Read,En_Write,first_language,language_count,state_ut,age,gender,education,dominant_hand
95712,foods,पोहा,hindi,पोहा,पोहा,8169.0,0.3396642223722747,0.7297068255479562,-0.3206715552554505,0.4594136510959123,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,foods,सेब,hindi,सेब,सेब,6410.0,0.2266483495699986,0.7297068255479562,-0.5467033008600026,0.4594136510959123,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,foods,डोसा,hindi,डोसा,डोसा,9644.0,0.5447335911844186,0.733477919956254,0.0894671823688371,0.466955839912508,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,foods,समोसा,hindi,समोसा,समोसा,7617.0,0.4766712015736799,0.7318751357819265,-0.0466575968526401,0.463750271563853,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,foods,कचोरी,hindi,कचोरी,कचोरी,8163.0,0.4031781485723318,0.7318751357819265,-0.1936437028553363,0.463750271563853,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,foods,मोशाम्बी,hindi,मोशाम्बी,मोशाम्बी,9451.0,0.1501328599243376,0.7297068255479562,-0.6997342801513248,0.4594136510959123,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,furniture-practice,टेबल,hindi,टेबल,टेबल,5623.0,0.3067125881291995,0.8352974689802943,-0.386574823741601,0.6705949379605887,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,furniture-practice,पलंग,hindi,पलंग,पलंग,10863.0,0.3707718969394925,0.8334119217761454,-0.2584562061210149,0.6668238435522909,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,furniture-practice,ख़ुर्शी,hindi,ख़ुर्शी,ख़ुर्शी,10916.0,0.2456459598379308,0.8334119217761454,-0.5087080803241384,0.6668238435522909,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,furniture-practice,सोफा,hindi,सोफा,सोफा,17148.0,0.1787422822555219,0.8334119217761454,-0.6425154354889562,0.6668238435522909,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,furniture-practice,अलमारी,hindi,अलमारी,अलमारी,9270.0,0.4465511888704354,0.8334119217761454,-0.1068976222591291,0.6668238435522909,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,colours,लाल,hindi,लाल,लाल,8649.0,0.1529752383502498,0.8202130913471032,-0.6940495232995003,0.6404261826942064,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,colours,नीला,hindi,नीला,नीला,7806.0,0.4028764549499088,0.8220986385512521,-0.1942470901001822,0.6441972771025042,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
